run_id,backbone,pe,dataset,seed,status,metric_name,metric_value,num_params,train_time_seconds,peak_gpu_mem_mb,rho,rho_rel,n_shared_feats,num_target_nodes,max_dist,config_hash,code_sha,upstream_sha,pe_cache_version,started_at,finished_at,error
graphormer_signnet_peptides-struct_seed1,graphormer,signnet,peptides-struct,1,ok,mae,0.2684449851512909,796241,25929.02,,0.6512432627561304,0.5771356088820325,80,16,159,5a0c14c893594cc2,8284c455a0348c98a71f30b65fb2b36f2eae2137,a04573c40705fb174db261bb746a8258d00992f5,2,2026-09-07T15:18:55,2026-09-07T22:31:04,
