run_id,backbone,pe,dataset,seed,status,metric_name,metric_value,num_params,train_time_seconds,peak_gpu_mem_mb,rho,rho_rel,n_shared_feats,num_target_nodes,max_dist,config_hash,code_sha,upstream_sha,pe_cache_version,started_at,finished_at,error
graphormer_lappe_peptides-func_seed2,graphormer,lappe,peptides-func,2,ok,ap,0.5590428591291545,796161,40962.77,,0.6228577604515534,0.5651744170456715,80,16,159,790a1ffb9818fbae,8284c455a0348c98a71f30b65fb2b36f2eae2137,a04573c40705fb174db261bb746a8258d00992f5,2,2026-09-03T08:17:15,2026-09-03T19:39:58,
