run_id,backbone,pe,dataset,seed,status,metric_name,metric_value,num_params,train_time_seconds,peak_gpu_mem_mb,rho,rho_rel,n_shared_feats,num_target_nodes,max_dist,config_hash,code_sha,upstream_sha,pe_cache_version,started_at,finished_at,error
graphormer_grpe_peptides-func_seed1,graphormer,grpe,peptides-func,1,ok,ap,0.5882681846714386,778633,41560.86,,0.6109762916247689,0.5419777198300239,80,16,159,9b87ee048c250725,8284c455a0348c98a71f30b65fb2b36f2eae2137,a04573c40705fb174db261bb746a8258d00992f5,2,2026-09-08T16:10:05,2026-09-09T03:42:46,
