run_id,backbone,pe,dataset,seed,status,metric_name,metric_value,num_params,train_time_seconds,peak_gpu_mem_mb,rho,rho_rel,n_shared_feats,num_target_nodes,max_dist,config_hash,code_sha,upstream_sha,pe_cache_version,started_at,finished_at,error
graphormer_rwse_peptides-struct_seed2,graphormer,rwse,peptides-struct,2,ok,mae,0.25958752632141113,796561,34015.99,,0.7016700965715094,0.5659320345130827,80,16,159,062d0fe66d31939d,8284c455a0348c98a71f30b65fb2b36f2eae2137,a04573c40705fb174db261bb746a8258d00992f5,2,2026-09-03T11:49:51,2026-09-03T21:16:47,
