run_id,backbone,pe,dataset,seed,status,metric_name,metric_value,num_params,train_time_seconds,peak_gpu_mem_mb,rho,rho_rel,n_shared_feats,num_target_nodes,max_dist,config_hash,code_sha,upstream_sha,pe_cache_version,started_at,finished_at,error
graphormer_lappe_peptides-struct_seed1,graphormer,lappe,peptides-struct,1,ok,mae,0.26415732502937317,796241,6158.05,,0.685634292103934,0.579785346324137,80,16,159,43d80bfbc5d21d2d,8284c455a0348c98a71f30b65fb2b36f2eae2137,a04573c40705fb174db261bb746a8258d00992f5,2,2026-09-07T00:07:38,2026-09-07T01:50:16,
