run_id,backbone,pe,dataset,seed,status,metric_name,metric_value,num_params,train_time_seconds,peak_gpu_mem_mb,rho,rho_rel,n_shared_feats,num_target_nodes,max_dist,config_hash,code_sha,upstream_sha,pe_cache_version,started_at,finished_at,error
graphormer_rwse_peptides-func_seed0,graphormer,rwse,peptides-func,0,ok,ap,0.6189100508320448,796481,11520.57,,0.6358340474757759,0.5519374104480664,80,16,159,79d03550bd351799,bbea1141a199f1f5ea5f06c2a3012b30938b0fa9,a04573c40705fb174db261bb746a8258d00992f5,2,2026-08-31T20:00:46,2026-08-31T23:12:47,
graphormer_rwse_peptides-func_seed0,graphormer,rwse,peptides-func,0,ok,ap,0.6189100508320448,796481,21903.31,,0.6358340474757759,0.5519374104480664,80,16,159,79d03550bd351799,bbea1141a199f1f5ea5f06c2a3012b30938b0fa9,a04573c40705fb174db261bb746a8258d00992f5,2,2026-09-01T14:01:47,2026-09-01T20:06:50,
